payment_id,order_id,amount,payment_date,payment_status,card_number
PAY0005932,ORD0005932,17017.02,2024-10-23,Success,************3664
PAY0005949,ORD0005949,71244.35,2026-05-19,Success,************9105
PAY0005950,ORD0005950,7086.68,2025-02-01,Success,************8155
PAY0005973,ORD0005973,20687.4,2025-08-29,Success,************1419
PAY0006017,ORD0006017,104868.65,2026-03-28,Success,************9381
PAY0006018,ORD0006018,82095.12,2024-10-30,Failed,************2744
PAY0006020,ORD0006020,19864.09,2025-04-29,Refunded,************5562
PAY0006035,ORD0006035,92847.8,2025-11-15,Refunded,************9193
PAY0006040,ORD0006040,24330.4,2025-08-06,Refunded,************5412
PAY0006049,ORD0006049,37827.72,2024-12-04,Success,************7970
PAY0006061,ORD0006061,88770.16,2024-10-03,Failed,************5780
PAY0006066,ORD0006066,23176.16,2026-05-26,Refunded,************5795
PAY0006070,ORD0006070,86514.52,2024-09-01,Success,************7572
PAY0006090,ORD0006090,8206.7,2025-10-25,Refunded,************0817
PAY0006097,ORD0006097,14737.8,2025-11-07,Refunded,************2618
PAY0005264,ORD0005264,24676.4,2026-06-26,Refunded,************1532
PAY0005269,ORD0005269,16514.86,2026-06-11,Refunded,************1660
PAY0005292,ORD0005292,7366.6,2024-12-23,Success,************2577
PAY0005301,ORD0005301,47307.48,2026-05-23,Refunded,************6700
PAY0005354,ORD0005354,63787.52,2025-05-16,Failed,************1586
PAY0005360,ORD0005360,9465.16,2026-06-16,Failed,************6524
PAY0005365,ORD0005365,104423.35,2026-03-23,Refunded,************0200
PAY0005371,ORD0005371,37383.45,2026-01-25,Refunded,************0282
PAY0005387,ORD0005387,12460.86,2026-06-12,Failed,************4094
PAY0005391,ORD0005391,39068.6,2026-03-29,Success,************6210
PAY0005394,ORD0005394,24330.4,2024-10-12,Refunded,************0240
PAY0005428,ORD0005428,57167.6,2025-03-30,Success,************5426
PAY0005459,ORD0005459,74686.65,2025-10-10,Success,************2389
PAY0005468,ORD0005468,27129.75,2024-12-27,Failed,************4113
PAY0005481,ORD0005481,38701.54,2024-08-26,Failed,************6785
PAY0005484,ORD0005484,88704.56,2024-10-13,Refunded,************4515
PAY0005492,ORD0005492,83868.64,2025-02-01,Failed,************2935
PAY0005498,ORD0005498,4982.23,2026-03-10,Success,************9691
PAY0005519,ORD0005519,40943.7,2025-09-08,Refunded,************7665
PAY0005573,ORD0005573,21167.04,2025-10-03,Success,************1187
PAY0005587,ORD0005587,66049.38,2025-01-17,Success,************9078
PAY0005650,ORD0005650,19263.12,2026-03-19,Failed,************7095
PAY0005651,ORD0005651,2591.32,2026-01-02,Failed,************4773
PAY0005653,ORD0005653,39706.1,2024-10-07,Refunded,************9271
PAY0005662,ORD0005662,41946.76,2026-07-11,Failed,************9470
PAY0005665,ORD0005665,41374.8,2025-09-17,Failed,************7664
PAY0005675,ORD0005675,6405.39,2025-04-19,Refunded,************0537
PAY0005689,ORD0005689,3204.88,2025-05-01,Refunded,************9351
PAY0005691,ORD0005691,44032.92,2024-08-09,Refunded,************7476
PAY0005722,ORD0005722,104203.9,2024-09-19,Success,************3235
PAY0005724,ORD0005724,657.14,2025-11-03,Refunded,************7583
PAY0005736,ORD0005736,72785.76,2024-11-04,Failed,************7005
PAY0005763,ORD0005763,50787.16,2024-07-27,Failed,************5200
PAY0005766,ORD0005766,55724.74,2026-04-18,Success,************2394
PAY0005794,ORD0005794,9072.12,2025-09-09,Refunded,************3599
PAY0005805,ORD0005805,31031.1,2026-02-07,Failed,************9189
PAY0005807,ORD0005807,22366.91,2026-04-16,Success,************9115
PAY0005808,ORD0005808,58408.95,2024-11-08,Failed,************8520
PAY0005810,ORD0005810,11049.9,2025-09-17,Failed,************2408
PAY0005831,ORD0005831,129226.8,2025-03-09,Refunded,************9305
PAY0005870,ORD0005870,109426.75,2025-12-19,Failed,************0035
PAY0005880,ORD0005880,50042.55,2026-05-22,Success,************3690
PAY0005881,ORD0005881,42727.12,2026-01-02,Failed,************4800
PAY0005889,ORD0005889,38294.42,2025-07-31,Success,************8210
PAY0005896,ORD0005896,60850.88,2025-05-30,Success,************4323
PAY0005924,ORD0005924,24889.2,2025-09-22,Failed,************7402
PAY0005930,ORD0005930,139311.85,2025-10-19,Refunded,************8445
PAY0005936,ORD0005936,15902.48,2025-11-20,Failed,************0681
PAY0005954,ORD0005954,23313.34,2026-03-13,Refunded,************6443
PAY0005959,ORD0005959,39669.45,2025-05-28,Failed,************0515
PAY0005965,ORD0005965,105402.45,2025-06-04,Success,************6347
PAY0005971,ORD0005971,34170.8,2025-06-01,Failed,************5750
PAY0005972,ORD0005972,71652.12,2025-11-22,Failed,************4382
PAY0005985,ORD0005985,19880.64,2025-08-26,Failed,************5607
PAY0005991,ORD0005991,45759.32,2025-12-07,Success,************9354
PAY0006026,ORD0006026,87590.49,2025-02-11,Refunded,************2021
PAY0006048,ORD0006048,77284.29,2024-12-25,Refunded,************3396
PAY0006081,ORD0006081,60328.02,2026-05-07,Failed,************9189
PAY0006116,ORD0006116,23515.2,2026-06-06,Success,************8834
PAY0004376,ORD0004376,1291.6,2025-10-13,Failed,************3604
PAY0004394,ORD0004394,44335.6,2025-10-22,Refunded,************1760
PAY0004402,ORD0004402,22192.54,2026-01-28,Refunded,************0946
PAY0004413,ORD0004413,94569.3,2025-03-13,Success,************9858
PAY0004414,ORD0004414,38320.36,2025-11-06,Failed,************2028
PAY0004429,ORD0004429,110391.35,2025-10-22,Refunded,************2376
PAY0004433,ORD0004433,19160.18,2025-12-28,Success,************4423
PAY0004450,ORD0004450,87707.15,2025-08-24,Failed,************6509
PAY0004493,ORD0004493,91128.1,2024-09-27,Failed,************8604
PAY0004503,ORD0004503,7389.64,2025-03-18,Refunded,************7617
PAY0004512,ORD0004512,38701.54,2025-01-16,Refunded,************5764
PAY0004569,ORD0004569,36468.9,2025-01-08,Failed,************9078
PAY0004593,ORD0004593,60680.15,2024-10-20,Failed,************6280
PAY0004599,ORD0004599,74870.72,2025-11-16,Success,************1405
PAY0004614,ORD0004614,97265.55,2024-09-05,Failed,************7896
PAY0004618,ORD0004618,51192.85,2026-05-14,Refunded,************0352
PAY0004622,ORD0004622,35674.82,2025-08-01,Failed,************4273
PAY0004623,ORD0004623,72902.48,2025-12-31,Success,************4471
PAY0004651,ORD0004651,36468.9,2024-08-31,Success,************0732
PAY0004652,ORD0004652,103733.55,2026-03-15,Success,************0946
PAY0004654,ORD0004654,39866.46,2025-03-13,Success,************1103
PAY0004659,ORD0004659,114398.3,2024-11-01,Failed,************0878
PAY0004673,ORD0004673,9058.77,2025-01-31,Success,************3341
PAY0004692,ORD0004692,3399.2,2025-09-15,Refunded,************2519
PAY0004696,ORD0004696,21080.49,2025-10-17,Failed,************3893
PAY0004708,ORD0004708,5696.26,2025-10-21,Refunded,************9441
PAY0004724,ORD0004724,59210.8,2025-05-05,Failed,************1241
PAY0004749,ORD0004749,22957.86,2025-06-18,Success,************8839
PAY0004781,ORD0004781,46810.56,2025-08-25,Refunded,************8992
PAY0004831,ORD0004831,47307.48,2025-11-24,Failed,************5444
PAY0004837,ORD0004837,74777.65,2025-12-11,Refunded,************5199
PAY0004840,ORD0004840,45315.68,2024-08-21,Failed,************0276
PAY0004844,ORD0004844,11180.97,2025-12-11,Success,************5139
PAY0004856,ORD0004856,124120.0,2025-05-16,Refunded,************4498
PAY0004877,ORD0004877,34529.4,2024-12-28,Refunded,************8165
PAY0004887,ORD0004887,23341.35,2025-02-23,Refunded,************0185
PAY0004890,ORD0004890,62901.48,2025-08-25,Failed,************2880
PAY0004899,ORD0004899,75907.56,2025-01-16,Refunded,************9243
PAY0004920,ORD0004920,113964.85,2025-02-18,Success,************8530
PAY0004975,ORD0004975,23626.5,2026-04-07,Failed,************2459
PAY0005010,ORD0005010,21167.04,2025-01-14,Refunded,************4201
PAY0005011,ORD0005011,12925.7,2025-11-09,Failed,************2685
PAY0005045,ORD0005045,46626.68,2025-06-12,Success,************6158
PAY0005097,ORD0005097,48040.06,2025-10-10,Refunded,************4692
PAY0005121,ORD0005121,3833.13,2025-12-11,Failed,************9895
PAY0005123,ORD0005123,23895.2,2026-04-21,Success,************0416
PAY0005136,ORD0005136,28583.8,2026-04-18,Refunded,************2107
PAY0005151,ORD0005151,51690.72,2025-01-11,Failed,************9334
PAY0005158,ORD0005158,13165.15,2025-01-19,Failed,************9319
PAY0005186,ORD0005186,20160.42,2024-11-19,Success,************2911
PAY0005198,ORD0005198,15144.92,2024-11-19,Success,************5061
PAY0005221,ORD0005221,57441.63,2025-12-31,Success,************6534
PAY0005227,ORD0005227,13876.65,2025-10-30,Refunded,************0331
PAY0004380,ORD0004380,9455.9,2025-09-27,Success,************0194
PAY0004382,ORD0004382,74870.72,2025-02-20,Success,************0272
PAY0004424,ORD0004424,12034.55,2024-09-27,Success,************7275
PAY0004439,ORD0004439,21080.49,2024-12-26,Failed,************3998
PAY0004456,ORD0004456,81705.72,2024-10-01,Refunded,************3413
PAY0004498,ORD0004498,6061.66,2026-02-27,Failed,************7431
PAY0004541,ORD0004541,11478.93,2025-08-11,Success,************8588
PAY0004544,ORD0004544,4644.33,2025-07-16,Refunded,************8903
PAY0004612,ORD0004612,77403.08,2025-06-08,Failed,************1001
PAY0004625,ORD0004625,27267.87,2026-03-22,Failed,************6969
PAY0004636,ORD0004636,32361.45,2025-02-02,Failed,************3416
PAY0004639,ORD0004639,101630.0,2025-06-29,Failed,************2412
PAY0004671,ORD0004671,30425.44,2026-03-27,Refunded,************8913
PAY0004706,ORD0004706,27430.11,2025-06-02,Failed,************1174
PAY0004746,ORD0004746,10343.7,2025-05-30,Failed,************1337
PAY0004760,ORD0004760,4166.02,2025-08-15,Success,************8927
PAY0004762,ORD0004762,9336.54,2025-09-23,Refunded,************7542
PAY0004777,ORD0004777,70833.66,2025-02-04,Refunded,************3397
PAY0004808,ORD0004808,53512.23,2024-12-31,Success,************1573
PAY0004809,ORD0004809,2018.65,2026-02-15,Failed,************0500
PAY0004817,ORD0004817,104423.35,2024-08-22,Failed,************6293
PAY0004900,ORD0004900,114304.92,2024-08-29,Failed,************0488
PAY0004905,ORD0004905,19504.36,2026-07-14,Refunded,************1318
PAY0004932,ORD0004932,100376.16,2024-09-29,Success,************0827
PAY0004983,ORD0004983,81788.37,2026-01-04,Failed,************6507
PAY0004999,ORD0004999,27010.49,2025-03-28,Success,************2027
PAY0005003,ORD0005003,35657.2,2025-10-08,Failed,************9436
PAY0005012,ORD0005012,122012.65,2026-04-22,Refunded,************7801
PAY0005019,ORD0005019,15603.52,2024-12-20,Refunded,************7470
PAY0005041,ORD0005041,75527.92,2025-11-10,Success,************2115
PAY0005044,ORD0005044,38791.8,2025-06-18,Success,************6470
PAY0005079,ORD0005079,50850.26,2024-07-25,Refunded,************5872
PAY0005082,ORD0005082,84668.16,2025-03-14,Refunded,************3420
PAY0005089,ORD0005089,35643.14,2025-04-05,Failed,************1724
PAY0005115,ORD0005115,4350.83,2025-06-15,Refunded,************7559
PAY0005126,ORD0005126,69940.02,2025-11-01,Refunded,************8302
PAY0005135,ORD0005135,120100.15,2024-10-12,Success,************4710
PAY0005150,ORD0005150,2591.32,2024-12-25,Failed,************2562
PAY0005168,ORD0005168,9336.54,2026-04-15,Refunded,************4021
PAY0005182,ORD0005182,80720.5,2024-11-12,Success,************1050
PAY0005197,ORD0005197,52731.8,2024-07-27,Success,************3351
PAY0005203,ORD0005203,28387.91,2025-10-14,Success,************9859
PAY0005208,ORD0005208,23878.84,2026-01-18,Refunded,************1956
PAY0005219,ORD0005219,24202.61,2024-10-25,Success,************2892
PAY0005225,ORD0005225,33809.92,2025-04-19,Success,************4919
PAY0004389,ORD0004389,18225.62,2026-05-25,Refunded,************1535
PAY0004434,ORD0004434,20717.64,2025-09-09,Success,************9256
PAY0004442,ORD0004442,15144.92,2026-03-01,Success,************3501
PAY0004443,ORD0004443,66577.62,2026-05-26,Failed,************1197
PAY0004451,ORD0004451,71349.64,2025-12-19,Refunded,************5116
PAY0004469,ORD0004469,86127.96,2025-06-03,Failed,************4949
PAY0004491,ORD0004491,3387.59,2024-09-22,Success,************8438
PAY0004505,ORD0004505,152127.2,2026-01-03,Refunded,************3238
PAY0004536,ORD0004536,17437.86,2026-01-24,Refunded,************2387
PAY0004548,ORD0004548,75907.56,2026-06-28,Success,************8205
PAY0004551,ORD0004551,37637.28,2025-10-17,Success,************3576
PAY0004553,ORD0004553,17460.63,2025-08-15,Success,************1002
PAY0004555,ORD0004555,645.8,2025-03-09,Refunded,************6387
PAY0004561,ORD0004561,17837.41,2025-09-09,Failed,************7651
PAY0004588,ORD0004588,4626.3,2025-03-11,Failed,************5499
PAY0004591,ORD0004591,59799.69,2025-09-13,Refunded,************9393
PAY0004616,ORD0004616,20973.73,2025-10-17,Success,************9998
PAY0004619,ORD0004619,30101.7,2024-09-21,Failed,************3775
PAY0004629,ORD0004629,85163.73,2025-03-08,Failed,************3431
PAY0004644,ORD0004644,103887.24,2025-11-01,Refunded,************3225
PAY0004657,ORD0004657,3399.2,2024-08-26,Refunded,************6088
PAY0004680,ORD0004680,34637.86,2025-08-28,Refunded,************8542
PAY0004682,ORD0004682,24110.23,2026-02-16,Failed,************5522
PAY0004732,ORD0004732,111834.55,2025-12-30,Refunded,************2415
PAY0004743,ORD0004743,40852.86,2024-08-31,Failed,************6152
PAY0004744,ORD0004744,5039.66,2025-12-01,Failed,************8973
PAY0004751,ORD0004751,136198.7,2024-09-10,Failed,************4172
PAY0004763,ORD0004763,5519.24,2025-03-12,Failed,************1714
PAY0004773,ORD0004773,14733.2,2026-05-07,Failed,************0569
PAY0004786,ORD0004786,18178.58,2026-04-09,Failed,************4095
PAY0004800,ORD0004800,124477.75,2024-09-10,Failed,************5015
PAY0004813,ORD0004813,15058.73,2025-03-27,Failed,************5024
PAY0004852,ORD0004852,13769.31,2025-04-12,Failed,************6537
PAY0004880,ORD0004880,141438.6,2025-09-11,Refunded,************5990
PAY0004888,ORD0004888,17403.32,2025-02-28,Refunded,************5618
PAY0004908,ORD0004908,17636.4,2025-01-19,Failed,************7529
PAY0004939,ORD0004939,8452.48,2025-12-11,Success,************3257
PAY0004940,ORD0004940,59010.45,2025-01-30,Failed,************6261
PAY0005016,ORD0005016,30715.71,2025-04-12,Success,************0996
PAY0005022,ORD0005022,75418.76,2025-08-11,Failed,************3923
PAY0005053,ORD0005053,45496.34,2024-08-22,Success,************6020
PAY0005054,ORD0005054,11513.76,2025-11-30,Failed,************9705
PAY0005056,ORD0005056,22711.21,2025-05-03,Failed,************1002
PAY0005081,ORD0005081,21885.35,2026-01-06,Success,************3948
PAY0005083,ORD0005083,64885.89,2025-06-24,Failed,************6644
PAY0005090,ORD0005090,48040.06,2025-06-19,Success,************1049
PAY0005091,ORD0005091,41493.42,2024-08-23,Failed,************3955
PAY0005098,ORD0005098,96753.85,2025-07-10,Refunded,************6505
PAY0005142,ORD0005142,75282.12,2026-02-16,Failed,************9828
PAY0005183,ORD0005183,12460.86,2025-03-18,Success,************8659
PAY0005206,ORD0005206,4545.28,2026-04-21,Failed,************0001
PAY0005233,ORD0005233,1548.11,2025-05-29,Success,************2309
PAY0004430,ORD0004430,35350.98,2024-10-24,Success,************7269
PAY0004432,ORD0004432,52886.2,2025-10-26,Success,************9228
PAY0004441,ORD0004441,18930.32,2026-06-05,Refunded,************9341
PAY0004454,ORD0004454,15332.52,2026-02-06,Success,************8515
PAY0004465,ORD0004465,23270.94,2026-06-10,Failed,************2788
PAY0004472,ORD0004472,20477.14,2026-03-12,Failed,************9575
PAY0004473,ORD0004473,44884.58,2025-07-18,Success,************3374
PAY0004496,ORD0004496,7181.28,2025-07-04,Failed,************2610
PAY0004501,ORD0004501,16199.5,2025-09-26,Failed,************3825
PAY0004506,ORD0004506,12156.3,2025-05-31,Success,************3036
PAY0004508,ORD0004508,18717.68,2025-07-28,Success,************5793
PAY0004515,ORD0004515,45162.2,2025-06-19,Refunded,************9939
PAY0004516,ORD0004516,9445.17,2026-01-07,Success,************4383
PAY0004534,ORD0004534,75282.12,2026-01-31,Success,************5572
PAY0004545,ORD0004545,7086.68,2024-11-05,Failed,************2142
PAY0004547,ORD0004547,89329.35,2024-07-17,Failed,************9401
PAY0004558,ORD0004558,59697.1,2025-01-18,Refunded,************0507
PAY0004577,ORD0004577,20807.12,2024-10-17,Refunded,************0245
PAY0004590,ORD0004590,90065.96,2026-01-17,Success,************2610
PAY0004598,ORD0004598,63787.52,2025-07-20,Failed,************8826
PAY0004606,ORD0004606,4727.95,2025-03-17,Failed,************3266
PAY0004608,ORD0004608,7740.55,2025-10-01,Failed,************6563
PAY0004631,ORD0004631,14004.81,2026-05-07,Refunded,************2543
PAY0004645,ORD0004645,87554.82,2024-07-26,Success,************0380
PAY0004655,ORD0004655,86200.28,2025-08-01,Success,************3125
PAY0004660,ORD0004660,71652.12,2024-12-06,Failed,************6998
PAY0004664,ORD0004664,3975.62,2025-09-14,Failed,************8918
PAY0004666,ORD0004666,6775.18,2026-01-17,Refunded,************2337
PAY0004669,ORD0004669,79081.8,2025-07-01,Failed,************4223
PAY0004689,ORD0004689,12588.76,2026-05-24,Success,************0773
PAY0004697,ORD0004697,119102.0,2026-03-28,Failed,************5170
PAY0004705,ORD0004705,67743.3,2025-10-19,Refunded,************7306
PAY0004725,ORD0004725,49372.65,2024-11-30,Success,************9211
PAY0004740,ORD0004740,11947.6,2025-11-01,Success,************5742
PAY0004758,ORD0004758,62167.65,2025-08-01,Refunded,************0380
PAY0004774,ORD0004774,85085.1,2024-11-01,Failed,************6366
PAY0004775,ORD0004775,37543.04,2025-10-03,Refunded,************8962
PAY0004778,ORD0004778,99023.1,2025-03-15,Refunded,************0204
PAY0004780,ORD0004780,2139.17,2024-10-14,Refunded,************4610
PAY0004783,ORD0004783,23363.58,2026-03-14,Success,************0878
PAY0004790,ORD0004790,5681.6,2026-04-06,Success,************6097
PAY0004797,ORD0004797,21754.15,2025-08-01,Success,************2693
PAY0004807,ORD0004807,99320.45,2024-07-28,Success,************4828
PAY0004838,ORD0004838,60203.4,2025-04-20,Success,************6526
PAY0004842,ORD0004842,23289.34,2026-06-29,Failed,************0412
PAY0004853,ORD0004853,23341.35,2025-11-05,Failed,************0431
PAY0004855,ORD0004855,48544.12,2026-03-30,Refunded,************1406
PAY0004863,ORD0004863,15987.91,2026-07-13,Refunded,************6307
PAY0004883,ORD0004883,5550.66,2024-12-07,Success,************2829
PAY0004892,ORD0004892,30975.27,2025-10-18,Success,************1354
PAY0004894,ORD0004894,23441.16,2024-08-18,Refunded,************1384
PAY0004903,ORD0004903,59552.9,2026-06-29,Refunded,************6728
PAY0004935,ORD0004935,110391.35,2024-07-26,Refunded,************8534
PAY0004941,ORD0004941,29690.54,2026-01-04,Failed,************1497
PAY0004962,ORD0004962,18526.32,2025-05-12,Failed,************3272
PAY0004977,ORD0004977,141939.55,2026-06-05,Success,************2871
PAY0004979,ORD0004979,101210.08,2025-05-29,Refunded,************5984
PAY0005008,ORD0005008,81996.12,2025-09-27,Failed,************2528
PAY0005068,ORD0005068,61754.08,2025-11-12,Success,************5204
PAY0005069,ORD0005069,57594.4,2024-12-01,Failed,************3383
PAY0005073,ORD0005073,35643.14,2025-05-29,Success,************8562
PAY0005088,ORD0005088,131644.7,2024-07-17,Failed,************8619
PAY0005095,ORD0005095,105402.45,2026-07-03,Success,************9704
PAY0005106,ORD0005106,3627.8,2025-05-11,Success,************4346
PAY0005120,ORD0005120,18691.29,2025-05-28,Failed,************6261
PAY0005159,ORD0005159,35045.37,2024-08-16,Refunded,************1105
PAY0005162,ORD0005162,68258.22,2025-04-14,Success,************1346
PAY0005169,ORD0005169,48432.3,2026-05-19,Failed,************0655
PAY0005175,ORD0005175,110082.3,2026-06-27,Failed,************0004
PAY0005176,ORD0005176,6494.2,2025-11-10,Refunded,************1766
PAY0005184,ORD0005184,15627.44,2026-01-31,Refunded,************5897
PAY0005196,ORD0005196,83017.2,2025-07-03,Refunded,************1462
PAY0005204,ORD0005204,16145.14,2025-07-23,Success,************2199
PAY0005229,ORD0005229,31207.04,2024-09-09,Success,************1232
PAY0005238,ORD0005238,13002.98,2024-07-25,Refunded,************8035
PAY0005247,ORD0005247,90324.4,2025-02-16,Success,************1781
PAY0005249,ORD0005249,18026.67,2025-12-12,Success,************9404
PAY0004386,ORD0004386,52892.6,2026-03-05,Failed,************2851
PAY0004404,ORD0004404,90324.4,2026-02-12,Refunded,************2006
PAY0004408,ORD0004408,10093.25,2025-05-01,Refunded,************0356
PAY0004410,ORD0004410,7572.46,2024-09-17,Success,************9361
PAY0004416,ORD0004416,40943.7,2025-10-27,Refunded,************5853
PAY0004423,ORD0004423,5519.24,2025-01-29,Failed,************0750
PAY0004458,ORD0004458,74105.28,2026-04-18,Failed,************5229
PAY0004480,ORD0004480,28583.8,2026-04-27,Success,************7733
PAY0004485,ORD0004485,55170.36,2025-07-18,Refunded,************3232
PAY0004492,ORD0004492,35842.8,2026-04-22,Refunded,************5539
PAY0004499,ORD0004499,131644.7,2025-02-10,Failed,************6545
PAY0004518,ORD0004518,15603.52,2025-03-15,Success,************4681
PAY0004540,ORD0004540,14733.2,2025-12-05,Refunded,************4591
PAY0004543,ORD0004543,11392.52,2026-04-09,Refunded,************1166
PAY0004549,ORD0004549,113551.64,2025-09-30,Success,************9514
PAY0004556,ORD0004556,55578.96,2024-11-02,Success,************1384
PAY0004563,ORD0004563,86200.28,2024-09-25,Success,************5218
PAY0004567,ORD0004567,20383.4,2026-04-12,Refunded,************6953
PAY0004628,ORD0004628,61754.08,2026-07-14,Refunded,************6727
PAY0004633,ORD0004633,95281.6,2026-03-05,Refunded,************9807
PAY0004634,ORD0004634,38659.95,2024-10-25,Refunded,************9424
PAY0004641,ORD0004641,45446.45,2025-07-23,Success,************4575
PAY0004647,ORD0004647,3726.99,2026-07-01,Failed,************1927
PAY0004681,ORD0004681,6804.09,2025-12-26,Refunded,************2185
PAY0004726,ORD0004726,12136.03,2025-03-02,Refunded,************9576
PAY0004753,ORD0004753,104645.7,2026-01-10,Success,************4686
PAY0004806,ORD0004806,120100.15,2025-01-05,Failed,************7281
PAY0004832,ORD0004832,19147.21,2026-01-19,Refunded,************2592
PAY0004847,ORD0004847,679.84,2024-12-26,Success,************1983
PAY0004867,ORD0004867,28346.72,2026-03-17,Success,************2362
PAY0004878,ORD0004878,89769.16,2026-05-27,Success,************4461
PAY0004886,ORD0004886,48660.8,2025-09-28,Success,************2823
PAY0004918,ORD0004918,47894.8,2025-02-07,Failed,************5070
PAY0004931,ORD0004931,1208.14,2025-02-03,Refunded,************5593
PAY0004933,ORD0004933,7126.12,2025-02-18,Refunded,************2607
PAY0004947,ORD0004947,4547.08,2025-01-14,Refunded,************5307
PAY0004959,ORD0004959,4350.83,2026-03-02,Failed,************6649
PAY0004976,ORD0004976,99296.0,2024-08-23,Failed,************5617
PAY0004982,ORD0004982,75282.12,2025-12-30,Refunded,************3367
PAY0004997,ORD0004997,33221.12,2026-05-20,Success,************5319
PAY0005007,ORD0005007,100546.7,2026-02-17,Refunded,************7872
PAY0005009,ORD0005009,62921.19,2024-08-21,Failed,************4702
PAY0005060,ORD0005060,64650.21,2026-05-08,Refunded,************4919
PAY0005065,ORD0005065,8990.24,2025-09-18,Refunded,************7822
PAY0005078,ORD0005078,27471.68,2025-12-09,Failed,************8996
PAY0005084,ORD0005084,287.57,2025-08-26,Refunded,************3488
PAY0005096,ORD0005096,33361.7,2026-03-24,Refunded,************3730
PAY0005119,ORD0005119,15463.98,2026-06-15,Success,************9137
PAY0005152,ORD0005152,16680.85,2025-05-05,Failed,************0962
PAY0005164,ORD0005164,2719.36,2025-11-13,Success,************1711
PAY0005166,ORD0005166,68341.6,2025-08-08,Success,************2806
PAY0005189,ORD0005189,59559.15,2025-10-26,Refunded,************8849
PAY0005209,ORD0005209,37860.64,2025-02-24,Refunded,************5422
PAY0005245,ORD0005245,21018.86,2025-05-25,Failed,************9512
PAY0004419,ORD0004419,60328.02,2026-05-21,Refunded,************6211
PAY0004464,ORD0004464,52140.45,2024-10-01,Success,************0473
PAY0004466,ORD0004466,11826.87,2026-07-06,Success,************7023
PAY0004470,ORD0004470,49701.6,2026-02-14,Failed,************8336
PAY0004474,ORD0004474,96110.1,2026-01-10,Success,************5241
PAY0004476,ORD0004476,81304.0,2025-09-27,Failed,************2281
PAY0004478,ORD0004478,47894.8,2025-09-10,Refunded,************7604
PAY0004497,ORD0004497,44733.82,2025-06-24,Refunded,************2790
PAY0004527,ORD0004527,3786.23,2025-07-13,Success,************8360
PAY0004530,ORD0004530,11358.69,2026-06-19,Success,************6323
PAY0004580,ORD0004580,29850.0,2026-02-03,Failed,************0002
PAY0004583,ORD0004583,18119.48,2024-07-16,Refunded,************4519
PAY0004601,ORD0004601,39433.4,2024-12-11,Failed,************5456
PAY0004611,ORD0004611,76588.84,2025-06-01,Failed,************0125
PAY0004638,ORD0004638,9072.12,2026-03-06,Failed,************1247
PAY0004670,ORD0004670,6905.88,2025-01-10,Failed,************8524
PAY0004711,ORD0004711,116446.7,2025-08-09,Failed,************8510
PAY0004731,ORD0004731,90992.68,2024-12-11,Failed,************6334
PAY0004754,ORD0004754,11926.86,2025-01-26,Success,************2779
PAY0004761,ORD0004761,71652.12,2025-08-27,Failed,************5029
PAY0004767,ORD0004767,21848.05,2026-06-09,Refunded,************0500
PAY0004769,ORD0004769,81788.37,2026-06-26,Success,************5122
PAY0004771,ORD0004771,26870.44,2024-09-20,Failed,************6510
PAY0004794,ORD0004794,39669.45,2026-06-04,Failed,************1862
PAY0004804,ORD0004804,25357.44,2024-10-04,Success,************9195
PAY0004810,ORD0004810,1420.5,2026-02-21,Failed,************1278
PAY0004812,ORD0004812,7551.56,2025-01-25,Refunded,************6802
PAY0004821,ORD0004821,57480.54,2024-12-08,Failed,************9673
PAY0004825,ORD0004825,28346.72,2025-07-30,Failed,************1410
PAY0004846,ORD0004846,52381.89,2025-08-12,Refunded,************2267
PAY0004870,ORD0004870,9600.48,2025-04-02,Failed,************6829
PAY0004901,ORD0004901,105115.25,2025-03-25,Failed,************3213
PAY0004963,ORD0004963,7086.68,2025-02-21,Refunded,************9550
PAY0004978,ORD0004978,92631.6,2026-06-10,Failed,************3951
PAY0005047,ORD0005047,54479.48,2025-08-14,Failed,************2895
PAY0005063,ORD0005063,39866.46,2025-02-19,Refunded,************0511
PAY0005077,ORD0005077,38294.42,2026-04-07,Success,************7526
PAY0005105,ORD0005105,11038.48,2025-11-12,Success,************0940
PAY0005112,ORD0005112,11038.48,2024-09-26,Success,************9118
PAY0005148,ORD0005148,5082.72,2025-09-13,Refunded,************4548
PAY0005149,ORD0005149,68068.08,2024-08-24,Refunded,************2057
PAY0005180,ORD0005180,40852.86,2025-12-05,Refunded,************4885
PAY0005195,ORD0005195,6055.95,2025-07-06,Success,************2755
PAY0005215,ORD0005215,74686.65,2026-06-05,Refunded,************2005
PAY0004390,ORD0004390,17085.4,2025-12-04,Failed,************2887
PAY0004444,ORD0004444,20830.1,2025-05-22,Success,************7609
PAY0004445,ORD0004445,28862.08,2025-04-14,Failed,************9266
PAY0004455,ORD0004455,62262.9,2025-05-02,Failed,************2990
PAY0004468,ORD0004468,12017.78,2025-07-17,Failed,************5786
PAY0004477,ORD0004477,2719.36,2025-09-18,Failed,************8110
PAY0004481,ORD0004481,6360.3,2025-07-05,Refunded,************8838
PAY0004494,ORD0004494,6360.3,2024-11-17,Refunded,************6637
PAY0004529,ORD0004529,63787.52,2024-08-12,Success,************8233
PAY0004531,ORD0004531,26005.96,2025-11-12,Failed,************0241
PAY0004571,ORD0004571,7181.28,2025-11-12,Refunded,************1037
PAY0004595,ORD0004595,19222.02,2025-12-21,Success,************5127
